School,Teacher,Teacher ID,Teacher Age Group,Experience,Grade,Class size,Income Type,Ethnicity,% of low,% of multi,AveAca,AveSocio,Weighted_Score,Cluster,Gifted_Prob,Gifted,AveAca_converted,AveSocio_converted
5,4,24,20,0,4,19,1,1,5.26,0,-1.171751444,-1.327250941,-1.218401293,0,0.017767045,0,1.562792329,1.404378591
3,1,12,40,2,3,20,1,1,20,10,-1.371768849,-0.888842544,-1.226890957,0,0.017229372,0,1.365418971,1.889784263
8,2,43,40,2,3,16,2,2,25,25,-1.311450871,-1.038993882,-1.229713774,0,0.017054146,0,1.4249396,1.723536738
3,6,17,30,1,4,22,1,1,9.1,9.09,-1.404693032,-0.833226322,-1.233253019,0,0.016836909,0,1.332930015,1.951362531
8,4,45,30,1,4,18,1,1,16.67,11.11,-1.468075488,-0.690717375,-1.234868054,0,0.016738681,0,1.270385417,2.109148403
9,3,51,20,0,4,24,1,1,29.17,4.17,-1.312395512,-1.064748749,-1.238101483,0,0.016543702,0,1.424007446,1.695020955
3,2,13,,,4,22,2,1,40.9,13.64,-1.147144642,-1.454778286,-1.239434735,0,0.016463955,0,1.587073851,1.263180345
3,2,13,,,4,22,1,1,40.9,13.64,-1.26344502,-1.185827679,-1.240159818,0,0.016420742,0,1.472310858,1.560962393
5,6,26,30,1,5,22,1,1,4.54,9.09,-1.241065054,-1.247240609,-1.242917721,0,0.016257394,0,1.494394981,1.492966011
6,4,32,30,1,5,23,1,1,26.09,26.09,-1.443493593,-0.782461996,-1.245184114,0,0.016124348,0,1.294642362,2.007568781
2,6,11,30,1,6,20,1,1,15,20,-1.204968467,-1.345481537,-1.247122388,0,0.016011411,0,1.530014404,1.384193679
4,2,19,30,1,4,22,2,1,22.73,9.09,-1.272221756,-1.214622659,-1.254942027,0,0.015563599,0,1.463650142,1.529080598
9,2,50,20,0,3,20,2,1,15,15,-1.458796963,-0.820504934,-1.267309354,0,0.014880286,0,1.279541289,1.965447649
6,4,32,30,1,5,23,2,2,26.09,26.09,-1.125786869,-1.600490447,-1.268197942,0,0.014832338,0,1.608149294,1.101847875
3,5,16,30,1,5,22,1,1,18.18,4.55,-1.264085582,-1.293600913,-1.272940181,0,0.014579002,0,1.471678763,1.441635894
3,5,16,30,1,5,22,1,1,18.18,4.55,-1.264085582,-1.293600913,-1.272940181,0,0.014579002,0,1.471678763,1.441635894
2,1,6,40,2,3,22,1,2,13.64,77.27,-1.297379262,-1.216023005,-1.272972385,0,0.014577296,0,1.438825195,1.527530135
5,1,21,30,1,3,21,1,1,23.81,23.81,-1.346923068,-1.121619444,-1.279331981,0,0.014244247,0,1.389936313,1.632053735
4,2,19,30,1,4,22,1,1,22.73,9.09,-1.435899409,-0.914378856,-1.279443243,0,0.014238488,0,1.302136158,1.861510465
4,3,20,,,4,22,2,1,13.64,13.64,-1.42323243,-0.994346321,-1.294566597,0,0.013476487,0,1.314635691,1.772970507
2,4,9,40,2,5,20,1,2,5,70,-1.162384532,-1.659517093,-1.3115243,0,0.012669628,0,1.572035419,1.036493586
9,1,49,30,1,3,21,1,1,9.52,19.05,-1.278642235,-1.399117207,-1.314784727,0,0.012520027,0,1.457314536,1.324808278
8,6,47,50,3,6,21,1,1,23.81,0,-1.257554924,-1.460312784,-1.318382282,0,0.012356972,0,1.478123092,1.25705255
1,1,1,40,2,6,20,1,2,5,10,-1.238463734,-1.521982683,-1.323519419,0,0.01212775,0,1.496961914,1.188771652
1,1,1,40,2,6,20,2,1,5,10,-1.238463734,-1.521982683,-1.323519419,0,0.01212775,0,1.496961914,1.188771652
5,4,24,20,0,4,19,1,1,5.26,0,-1.019263242,-2.0376106,-1.324767449,0,0.012072697,0,1.713264776,0.617868545
1,5,5,30,1,5,20,2,1,36.84,5.2,-1.444976193,-1.082514538,-1.336237697,0,0.011578091,0,1.293179361,1.675350678
3,6,17,30,1,4,22,1,1,9.1,9.09,-1.404693032,-1.192657284,-1.341082308,0,0.011375226,0,1.332930015,1.553400656
7,7,40,20,0,6,22,1,1,22.73,4.55,-1.080035234,-1.968648355,-1.34661917,0,0.011147654,0,1.653296134,0.694223527
9,2,50,20,0,3,20,2,1,15,15,-1.458796963,-1.094006578,-1.349359847,0,0.011036672,0,1.279541289,1.662626694
8,6,47,50,3,6,21,2,1,23.81,0,-1.550984406,-0.881698285,-1.35019857,0,0.011002927,0,1.188572479,1.897694385
5,5,25,40,2,5,22,2,1,18.18,9.09,-1.553268399,-0.882755255,-1.352114456,0,0.010926223,0,1.186318679,1.896524108
7,2,35,30,1,3,21,1,1,14.29,4.76,-0.98739517,-2.215221209,-1.355742982,0,0.010782392,0,1.744711581,0.421218122
3,2,13,,,4,22,2,1,40.9,13.64,-1.26344502,-1.58925359,-1.361187591,0,0.010570064,0,1.472310858,1.11428932
8,7,48,40,2,6,20,1,1,20,20,-1.392666935,-1.294596089,-1.363245681,0,0.01049088,0,1.344797138,1.440534035
6,2,30,30,1,4,23,1,1,8.7,13.04,-1.359582281,-1.374289114,-1.363994331,0,0.010462222,0,1.377444443,1.352297937
2,4,9,40,2,5,20,1,2,5,70,-1.472353741,-1.124188999,-1.367904318,0,0.010313793,0,1.266163719,1.629208724
9,1,49,30,1,3,21,1,1,9.52,19.05,-1.466414871,-1.147993605,-1.370888491,0,0.010201908,0,1.272024083,1.60285227
3,6,17,30,1,4,22,1,1,9.1,9.09,-1.404693032,-1.312467605,-1.377025404,0,0.009975562,0,1.332930015,1.420746697
7,8,41,30,1,6,21,2,1,19.05,0,-1.411011933,-1.345224064,-1.391275572,0,0.009468892,0,1.326694644,1.384478753
8,3,44,30,1,4,22,1,1,27.27,18.18,-1.324098613,-1.552972376,-1.392760742,0,0.009417569,0,1.41245905,1.154459872
8,2,43,40,2,3,16,1,1,25,25,-1.472860209,-1.225779299,-1.398735936,0,0.009213842,0,1.265663946,1.516727968
1,2,2,20,0,4,19,1,1,15.78,5.26,-1.2975211,-1.648959757,-1.402952697,0,0.009072692,0,1.438685232,1.048182666
2,1,6,40,2,3,22,1,2,13.64,77.27,-1.525718012,-1.216023005,-1.43280951,0,0.008132512,0,1.213504875,1.527530135
7,1,34,30,1,3,23,1,1,8.7,4.35,-1.403808033,-1.513188513,-1.436622177,0,0.008019601,0,1.333803315,1.198508555
9,4,52,20,0,4,25,2,1,16,16,-1.382571671,-1.569785129,-1.438735708,0,0.007957677,0,1.354758952,1.135844795
4,1,18,30,1,3,25,1,1,20,8,-1.651570451,-0.960801001,-1.444339616,0,0.007795768,0,1.08931609,1.810111877
8,5,46,30,1,5,22,1,1,22.73,9.09,-1.594764394,-1.146138216,-1.460176541,0,0.007355587,0,1.145371223,1.604906557
2,6,11,30,1,6,20,1,1,15,20,-1.430196217,-1.533660773,-1.461235584,0,0.007327043,0,1.307763959,1.175841674
7,8,41,30,1,6,21,1,1,19.05,0,-1.411011933,-1.584628346,-1.463096857,0,0.007277143,0,1.326694644,1.119410389
5,1,21,30,1,3,21,1,1,23.81,23.81,-1.689776213,-0.940434765,-1.464973779,0,0.007227163,0,1.051615373,1.832661368
2,2,7,40,2,3,19,2,2,5.26,63.15,-1.693555819,-1.026792978,-1.493526967,0,0.006507376,0,1.04788573,1.737045576
2,6,11,30,1,6,20,2,1,15,20,-1.655423968,-1.157302301,-1.505987468,0,0.00621593,0,1.085513513,1.592545684
9,4,52,20,0,4,25,2,1,16,16,-1.613000283,-1.279084179,-1.512825452,0,0.00606152,0,1.127376396,1.457708818
2,1,6,40,2,3,22,1,2,13.64,77.27,-1.754056762,-0.951146707,-1.513183746,0,0.006053535,0,0.988184554,1.820801109
5,6,26,30,1,5,22,1,1,4.54,9.09,-1.444822003,-1.679355466,-1.515182042,0,0.00600919,0,1.293331513,1.014528544
3,4,15,30,1,5,20,1,1,35,5,-1.669160498,-1.181155777,-1.522759082,0,0.005843945,0,1.071958567,1.566135121
6,4,32,30,1,5,23,1,2,26.09,26.09,-1.443493593,-1.764096137,-1.539674356,0,0.005491099,0,1.294642362,0.920703694
5,5,25,40,2,5,22,1,2,18.18,9.09,-1.353432699,-1.992504719,-1.545154305,0,0.005381377,0,1.383512734,0.667809766
1,5,5,30,1,5,20,2,1,36.84,5.2,-1.444976193,-1.822362603,-1.558192116,0,0.005128979,0,1.293179361,0.856191076
1,1,1,40,2,6,20,1,1,5,10,-1.478942129,-1.749144277,-1.560002773,0,0.005094866,0,1.259662423,0.93725839
4,1,18,30,1,3,25,2,1,20,8,-1.390246012,-1.961635378,-1.561662822,0,0.005063789,0,1.347186059,0.701988293
7,2,35,30,1,3,21,1,1,14.29,4.76,-1.563375686,-1.563076648,-1.563285975,0,0.005033584,0,1.176345001,1.143272424
8,2,43,40,2,3,16,2,2,25,25,-1.795678885,-1.038993882,-1.568673384,0,0.004934603,0,0.947112638,1.723536738
5,3,23,50,3,4,20,2,1,10,10,-1.658945329,-1.382249806,-1.575936672,0,0.004804204,0,1.082038701,1.34348386
1,4,4,40,2,5,21,1,1,33.33,4.76,-1.451996661,-1.907393234,-1.588615633,0,0.004584707,0,1.286251697,0.762045182
3,5,16,30,1,5,22,1,1,18.18,4.55,-1.715056655,-1.293600913,-1.588619932,0,0.004584635,0,1.026669115,1.441635894
2,1,6,40,2,3,22,1,2,13.64,77.27,-1.525718012,-1.745775601,-1.591735289,0,0.004532242,0,1.213504875,0.940988187
5,8,28,20,0,6,24,2,1,16.67,0,-1.816284885,-1.085780547,-1.597133584,0,0.004442856,0,0.92677903,1.671734553
6,3,31,20,0,5,22,1,2,13.64,4.55,-1.268988098,-2.370803523,-1.599532726,0,0.004403694,0,1.466841054,0.248957421
7,1,34,30,1,3,23,1,1,8.7,4.35,-1.642975328,-1.513188513,-1.604039283,0,0.004331054,0,1.097797593,1.198508555
3,4,15,30,1,5,20,2,1,35,5,-1.669160498,-1.465771627,-1.608143837,0,0.004265929,0,1.071958567,1.25100852
2,4,9,40,2,5,20,1,2,5,70,-1.472353741,-1.927181141,-1.608801961,0,0.004255577,0,1.266163719,0.740136016
7,5,38,30,1,5,21,2,1,23.8,9.5,-1.529598873,-1.813450304,-1.614754302,0,0.004163077,0,1.209675315,0.866058772
3,1,12,40,2,3,20,1,1,20,10,-1.534108358,-1.87644537,-1.636809462,0,0.003837387,0,1.205225441,0.79631065
2,2,7,40,2,3,19,1,1,5.26,63.15,-1.42315615,-2.155416665,-1.642834305,0,0.003752899,0,1.314710963,0.487433698
5,8,28,20,0,6,24,1,1,16.67,0,-1.993483411,-0.91088972,-1.668705304,0,0.003410588,0,0.751922907,1.865373635
6,5,33,40,2,6,20,1,1,10,15,-1.995886453,-0.916829273,-1.672169299,0,0.003367172,0,0.749551631,1.858797364
6,1,29,40,2,3,23,1,1,8.7,26.08,-1.742706259,-1.553886417,-1.686060306,0,0.003198506,0,0.999385014,1.153447846
9,1,49,30,1,3,21,2,2,9.52,19.05,-2.029732779,-0.896870004,-1.689873947,0,0.003153686,0,0.716152722,1.880896261
9,5,53,30,1,5,20,1,1,5,20,-1.943854786,-1.157890242,-1.708065423,0,0.002948322,0,0.800895487,1.591894716
9,6,55,20,0,6,20,2,1,30,5,-1.68233717,-1.773366174,-1.709645871,0,0.00293112,0,1.058956079,0.910439911
8,3,44,30,1,4,22,1,1,27.27,18.18,-1.960823629,-1.181609417,-1.727059365,0,0.002748057,0,0.784150956,1.565632851
7,3,36,30,1,4,22,2,1,27.27,9.1,-1.786993163,-1.612563403,-1.734664235,0,0.002671715,0,0.955683542,1.088480701
5,8,28,20,0,6,24,2,1,16.67,0,-1.816284885,-1.610453026,-1.754535327,0,0.002482033,0,0.92677903,1.09081731
7,4,37,30,1,4,21,2,1,23.8,0,-2.348037625,-0.387987625,-1.760022625,0,0.002432052,0,0.402055575,2.44433071
8,6,47,50,3,6,21,1,1,23.81,0,-2.13784337,-0.881698285,-1.760999845,0,0.002423257,0,0.609471254,1.897694385
8,6,47,50,3,6,21,1,1,23.81,0,-2.13784337,-0.881698285,-1.760999845,0,0.002423257,0,0.609471254,1.897694385
9,6,55,20,0,6,20,2,1,30,5,-1.845670876,-1.588640531,-1.768561773,0,0.002356255,0,0.897781495,1.114968099
5,5,25,40,2,5,22,2,1,18.18,9.09,-2.152775501,-0.882755255,-1.771769427,0,0.002328392,0,0.594736512,1.896524108
3,4,15,30,1,5,20,2,1,35,5,-1.905920853,-1.465771627,-1.773876085,0,0.002310272,0,0.838327968,1.25100852
7,7,40,20,0,6,22,1,1,22.73,4.55,-1.768753354,-1.796097504,-1.776956599,0,0.002284026,0,0.973682238,0.885271788
8,3,44,30,1,4,22,1,1,27.27,18.18,-1.801642375,-1.738653856,-1.782745819,0,0.002235502,0,0.94122798,0.948873381
7,3,36,30,1,4,22,1,1,27.27,9.1,-1.975097707,-1.394916809,-1.801043438,0,0.002088768,0,0.770065568,1.329458958
8,5,46,30,1,5,22,1,1,22.73,9.09,-1.797566802,-1.827625804,-1.806584503,0,0.00204625,0,0.945249677,0.850363662
8,5,46,30,1,5,22,2,1,22.73,9.09,-2.000369211,-1.373300745,-1.812248671,0,0.002003676,0,0.745128131,1.353392259
5,3,23,50,3,4,20,1,1,10,10,-1.85527022,-1.842999741,-1.851589076,0,0.001731307,0,0.888309046,0.833341642
9,6,54,30,1,6,21,2,1,38.1,9.52,-2.067673822,-1.504810253,-1.898814751,0,0.001452539,0,0.678713225,1.207784963
5,4,24,20,0,4,19,1,1,5.26,0,-1.934192451,-1.860020685,-1.911940921,0,0.001383317,0,0.810430094,0.814496057
3,3,14,20,0,5,23,2,1,26.09,4.3,-1.853956283,-2.049176875,-1.912522461,0,0.001380327,0,0.889605614,0.605062369
3,3,14,20,0,5,23,2,1,26.09,4.3,-1.853956283,-2.049176875,-1.912522461,0,0.001380327,0,0.889605614,0.605062369
9,5,53,30,1,5,20,1,2,5,20,-1.774823935,-2.271246244,-1.923750628,0,0.001323845,0,0.967691904,0.359187216
9,3,51,20,0,4,24,2,1,29.17,4.17,-2.25732028,-1.236251903,-1.950999767,0,0.001196146,0,0.49157372,1.505132704
5,1,21,30,1,3,21,1,1,23.81,23.81,-2.032629357,-1.846358162,-1.976747999,0,0.001086764,0,0.713294434,0.829623199
6,1,29,40,2,3,23,1,1,8.7,26.08,-1.988609596,-1.96233656,-1.980727685,0,0.001070769,0,0.756732294,0.701211945
6,5,33,40,2,6,20,1,1,10,15,-2.220143357,-1.62208256,-2.040725118,0,0.000856162,0,0.528259198,1.077941092
2,5,10,20,0,6,19,2,1,15.79,42.1,-2.238862093,-1.615844316,-2.05195676,0,0.000821029,0,0.509787906,1.084848075
6,2,30,30,1,4,23,1,1,8.7,13.04,-2.128526358,-1.943814332,-2.07311275,0,0.000758701,0,0.618665104,0.721719751
3,5,16,30,1,5,22,2,1,18.18,4.55,-1.865380346,-2.595656733,-2.084463262,0,0.000727226,0,0.878332566,0
5,8,28,20,0,6,24,1,1,16.67,0,-1.993483411,-2.310016331,-2.088443287,0,0.0007165,0,0.751922907,0.316260985
6,3,31,20,0,5,22,2,1,13.64,4.55,-2.411819485,-1.415534704,-2.112934051,0,0.000653876,0,0.339116853,1.306630829
5,7,27,30,1,6,24,2,1,16.67,0,-2.097771668,-2.179924507,-2.12241752,0,0.000631116,0,0.649013245,0.460298622
5,7,27,30,1,6,24,1,1,16.67,0,-2.097771668,-2.179924507,-2.12241752,0,0.000631116,0,0.649013245,0.460298622
7,7,40,20,0,6,22,1,1,22.73,4.55,-2.285291944,-1.796097504,-2.138533612,0,0.000594233,0,0.463971815,0.885271788
8,1,42,30,1,3,16,1,2,18.75,18.75,-2.692022475,-2.279496269,-2.568264613,0,0.000118543,0,0.06261789,0.35005279
5,2,22,40,2,3,19,2,2,21.05,21.06,-2.755479205,-2.508786737,-2.681471465,0,7.74E-05,0,0,0.096182439
